offer_id,offer_category,merchant_name,offer_longdesc,crayon_id,offer_shortdesc,offer_start_date,offer_end_date,offer_tnc,offer_img_urls,offer_behave_category,offer_locations,merchant_phone,merchant_website,offer_source,offer_country,offer_city
3010,dining,Atmosphere Bistro & Bar,Receive a S$10 return voucher with any amount spent,300677849,S$10 return voucher,1/2/2017,30/06/2017,"Valid until 30 June 2017 'return voucher is valid for 3 months from date of issue 'return voucher is valid for dine-in only, at any Atmosphere Bistro and Bar, and Shin-Sapporo Ramen outlets. Visit atmosphere-bistro.com.sg and shin-sappororamen.com for full outlet listing and addresses 'return voucher is valid for redemption with a minimum spend of S$50, excluding service charge and prevailing GST 'Voucher terms and conditions apply 'Payment must be made with an OCBC Credit/ Debit Card 'Limited to one voucher redemption per table per bill 'Not valid with other discounts, promotions, vouchers or membership privileges, unless stated otherwise ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc11.jpg,Western,"920 East Coast Parkway, #01-25/26/27   460 Alexandra Road, #02-20",,,OCBC Promo,Singapore,Singapore
3011,dining,Shin-Sapporo Ramen,Receive a S$10 return voucher with any amount spent,300629791,S$10 return voucher,1/2/2017,30/06/2017,"Valid until 30 June 2017 'return voucher is valid for 3 months from date of issue 'return voucher is valid for dine-in only, at any Atmosphere Bistro and Bar, and Shin-Sapporo Ramen outlets. Visit atmosphere-bistro.com.sgand shin-sappororamen.com for full outlet listing and addresses 'return voucher is valid for redemption with a minimum spend of S$50, excluding service charge and prevailing GST 'Voucher terms and conditions apply 'Payment must be made with an OCBC Credit/ Debit Card 'Limited to one voucher redemption per table per bill 'Not valid with other discounts, promotions, vouchers or membership privileges, unless stated otherwise ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc12.jpg,Western,"Century Square 2 Tampines Central 5 #B1-10/11', Alexandra Retail Centre 460 Alexandra Road #02-23",,,OCBC Promo,Singapore,Singapore
3012,dining,House of Seafood,10% off total bill,301421440,10% off,1/2/2017,30/09/2017,"Valid from 1 October 2016 till 30 September 2017 'Valid from Monday to Friday at House of Seafood Punggol Point outlet and Monday to Sunday for Upper Serangoon outlet, excluding eve of and public holidays 'Payment must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc13.jpg,Chinese,"The Punggol Settlement, 3 Punggol Point Road, #01-01 Singapore 828694', 756 Upper Serangoon Road, #03-33 Singapore 534626",,www.houseofseafood.com.sg,OCBC Promo,Singapore,Singapore
3013,dining,Clinton Street Baking Co. & Restaurant,10% off total bill,303868987,10% off,1/2/2017,30/04/2017,"Offer is valid from 1 November 2016 to 30 April 2017, except on eve of and public holidays 'Offer is applicable to the billed amount, excluding service charge and prevailing GST 'Payment must be made with an OCBC Credit or Debit Card 'Not valid in conjunction with other discounts, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc14.jpg,Western,"31 Purvis Street, Singapore 188608",6684 4845,http://clintonstreetbaking.sg/,OCBC Promo,Singapore,Singapore
3014,dining,"Carlton Hotel Singapore, Cafe Mosaic",1-for-1 buffet dinner,302507749,1-for-1,1/2/2017,30/06/2017,"Valid from 1 January to 30 June 2017. Not valid on all festive meal periods, eve of and public holidays 'Valid for dine-in only 'Limited to maximum 12 diners per table, per bill. No splitting of bill or table allowed 'Child price is applicable for children aged 6 to 12 'Children below 6 years old dine for free and up to two children per table per bill 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Payment must be made with an OCBC Credit or Debit Card 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc15.jpg,International,"76 Bras Basah Road, Level 1 Singapore 189558",6311 8195,http://www.carltonhotel.sg/dining/cafe-mosaic-singapore,OCBC Promo,Singapore,Singapore
3015,dining,Chicken Up,S$10 return voucher with any amount spent,303339248,S$10 return voucher,1/2/2017,30/06/2017,"Offer is valid from 16 December 2016 to 30 June 2017 'Valid for dine-in only, at all Chicken Up outlets, except Chicken Up Little. Visit www.chicken-up.com for full outlet listings and addresses 'To receive the voucher, payment must be made with an OCBC Credit or Debit Card 'Voucher is valid for 3 months from the date of issue indicated (e.g. if the voucher is issued on 1 December 2016, the last day for redemption will be 28 February 2017). strictly no extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering or payment 'Voucher can be redeemed with every S$50 spent in a single receipt, excluding service charge and prevailing GST 'Expired or damaged voucher will not be honoured and no replacement will be given 'Any spend less than the value of the voucher will not be refunded in cash or other forms 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Voucher is not exchangeable for cash, kind or other goods and services 'Other voucher terms and conditions apply, please refer to voucher for full terms and conditions ""Merchant's terms and conditions apply. Please contact the merchant for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc16.jpg,Japanese,Open http://www.chicken-up.com/#locations for full outlets listing.,,www.chicken-up.com,OCBC Promo,Singapore,Singapore
3016,dining,Kay Lee Roast Meat Joint,Free Herbal Chicken Soup with a min. of S$35 spent,303986841,Free Herbal Chicken Soup,1/2/2017,31/03/2017,"Offer is valid daily from 1 January 2017 to 31 March 2017 'Valid at Kay Lee Roast Meat Joint at Suntec and Tanjong Katong outlets, for dine-in only 'Payment must be made with an OCBC Credit or Debit Card 'Offer is valid with a minimum spend of S$35 in a single receipt, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc17.jpg,Chinese,"Suntec City Mall 3 Temasek Boulevard, #02-609', Tanjong Katong 283, Tanjong Katong Road",,www.kayleeroastmeatjoint.com,OCBC Promo,Singapore,Singapore
3017,dining,Tony Roma's,10% off A  la carte food items with a min. of S$80 spent,303090913,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January 2017 to 31 December 2017, except eve of and public holidays, and special occasions (e.g. Valentine's Day, Mother's Day, Father's Day, etc)."", Valid at all Tony Roma\'s outlets in Singapore. Visit View the full list of outlets www.tonyromas-mms.com for full outlet listings and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Valid with a minimum spend of S$80 on a la carte food items in a single receipt, excluding service charge and prevailing GST 'Valid for dine-in only 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc18.jpg,Western,View the full list of outlets at https://www.tonyromas-mms.com,,http://www.tonyromas-mms.com/en/?q=singapore,OCBC Promo,Singapore,Singapore
3018,dining,Mad for Garlic,10% off A  la carte food items with a min. of S$50 spent,300656770,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 February 2017 to 31 December 2017, except eve of and public holidays, and special occasions (e.g. Valentine's Day, Mother's Day, Father's Day, etc)."", Payment must be made with an OCBC Credit or Debit Card 'Valid with a minimum spend of S$50 on a la carte food items in a single receipt, excluding service charge and prevailing GST 'Valid for dine-in only 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc19.jpg,Western,"No 3 Temasek Blvd, #02-300/301 Suntec City Singapore 038983",6238 1930,www.madforgarlic.com.sg,OCBC Promo,Singapore,Singapore
3019,dining,Eat@Taipei,1-for-1 Claypot item (Mon-Fri),302092561,1-for-1,1/2/2017,31/03/2017,"Offer is valid from 11:30 am to 5pm, from Mondays to Fridays, between 1 February and 9 April 2017 'Not valid on eve of and public holidays and special occassions, unless otherwise stated 'Valid for dine-in only, at all Eat@Taipei outlets. Visit eatattaipei.com.sg/ for full outlet listings and addresses 'Valid for items under ""Claypot"" Section only 'The complimentary item will be the lower or equal value 'Payment must be made with an OCBC Credit or Debit Card 'Offer is subject to service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc20.jpg,Asian,"Tampines Mall, 4 Tampines Central 5, #B1-01, Singapore 529510', Kallang Wave Mall, 1 Stadium Place, #01-35, Singapore 397638', Jcube, 2 Jurong East Central 1, #03-18, Singapore 609731",,http://www.eatattaipei.com.sg/,OCBC Promo,Singapore,Singapore
3020,dining,Suki-Ya,1-for-1 Shabu Shabu Buffet,300938293,1-for-1,1/2/2017,31/03/2017,"Offer is valid from 11:30am to 4pm, from Monday to Fridays only, between 1 February and 9 April 2017 'Not valid on eve of and public holidays and special occasions, unless otherwise stated 'Valid for dine-in only 'Valid at all Suki-Ya outlets, except Bugis+ and Plaza Singapura. Visitsuki-ya.com.sg/outlet-info for full outlet listings and addresses 'Complimentary buffet will be of equal or lesser value 'Payment must be made with an OCBC Credit or Debit Card 'Offer is subject to service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc21.jpg,Japanese,Open http://suki-ya.com.sg/outlet-info for full outlets listing.,,http://suki-ya.com.sg/,OCBC Promo,Singapore,Singapore
3021,dining,Eat@Taipei,10% off with min. of S$50 spent,302092561,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$50 spent in a single bill 'Valid at all Eat@Taipei outlets. Visit eatattaipei.com.sg/ for full outlet listings and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc22.jpg,Asian,"Tampines Mall, 4 Tampines Central 5, #B1-01, Singapore 529510', Kallang Wave Mall, 1 Stadium Place, #01-35, Singapore 397638', Jcube, 2 Jurong East Central 1, #03-18, Singapore 609731",,http://www.eatattaipei.com.sg/,OCBC Promo,Singapore,Singapore
3022,dining,Suki-Ya,10% off with min. of S$50 spent,300938293,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$50 spent in a single bill 'Valid at all Suki-Ya outlets. Visit suki-ya.com.sg/outlet-info for full outlet listings and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc23.jpg,Japanese,Click on http://suki-ya.com.sg/outlet-inf for full outlets listing.,,http://suki-ya.com.sg/,OCBC Promo,Singapore,Singapore
3023,dining,Bangkok Jam,10% off with min. of S$50 spent,300573961,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$50 spent in a single bill 'Valid at all Bangkok Jam outlets. Visit bangkokjam.com.sg for full outlet listings and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc24.jpg,Asian,Click on http://www.bangkokjam.com.sg/outlet-info for full outlets listing.,,www.bangkokjam.com.sg/,OCBC Promo,Singapore,Singapore
3024,dining,Siam Kitchen,10% off with min. of S$50 spent,301952181,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$50 spent in a single bill 'Valid at all Siam Kitchen outlets. Visit siamkitchen.com.sg for full outlet listings and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc25.jpg,Asian,"3 Simei Street 6, #02-05, Singapore 528833', 21 Choa Chu Kang Avenue 4, #02-25, Singapore 689812', 1 Jelebu Road, #02-18, Singapore 677743",,http://siamkitchen.com.sg/,OCBC Promo,Singapore,Singapore
